Item,Time (s),Image,Intensity (Cnt/s),DLS Temp (C),Radius (nm),Amplitude,%PD,Mw-R (kDa),Baseline,SOS,Measurement ID,Well,Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,Acq Time (s),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Time Stamp,Laser Power (%)
A1 (Incomplete),0,View,--,--,--,--,--,--,--,--,1,A1,--,1,1,0,5.0,Water,1.333,--,Aqueous,14:08:29,3.3
A2 (Incomplete),21,View,--,--,--,--,--,--,--,--,2,A2,--,1,1,0,5.0,Water,1.333,--,Aqueous,14:08:50,3.0
A3,43,View,62538,25.1,0.5,0.016,Multimodal,0.6,1.002,82.620,3,A3,625385,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:09:12,10.0
A4,81,View,89827,25.1,1.1,0.002,Multimodal,4.4,1.000,19.216,4,A4,898267,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:09:50,10.0
A5 (Incomplete),1.2e+02,View,--,--,--,--,--,--,--,--,5,A5,--,1,1,0,5.0,Water,1.333,--,Aqueous,14:10:29,5.1
A6 (Incomplete),1.7e+02,View,--,--,--,--,--,--,--,--,6,A6,--,1,1,0,5.0,Water,1.333,--,Aqueous,14:11:14,2.5
A7 (Incomplete),1.9e+02,View,--,--,--,--,--,--,--,--,7,A7,--,1,1,0,5.0,Water,1.333,--,Aqueous,14:11:36,3.8
A8 (Incomplete),2.1e+02,View,--,--,--,--,--,--,--,--,8,A8,--,1,1,0,5.0,Water,1.333,--,Aqueous,14:11:59,3.9
A9 (Incomplete),2.3e+02,View,--,--,--,--,--,--,--,--,9,A9,--,1,1,0,5.0,Water,1.333,--,Aqueous,14:12:21,6.5
A10 (Incomplete),2.6e+02,View,--,--,--,--,--,--,--,--,10,A10,--,1,1,0,5.0,Water,1.333,--,Aqueous,14:12:44,5.1
A11 (Incomplete),2.9e+02,View,--,--,--,--,--,--,--,--,11,A11,--,1,1,0,5.0,Water,1.333,--,Aqueous,14:13:23,5.1
A12 (Incomplete),3.2e+02,View,--,--,--,--,--,--,--,--,12,A12,--,1,1,0,5.0,Water,1.333,--,Aqueous,14:13:46,3.8
B1,3.6e+02,View,12793915,25.0,180.2,0.080,Multimodal,638676.8,1.010,6.474,13,B1,127939144,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:14:29,10.0
B2,4.4e+02,View,10312300,25.0,260.2,0.104,Multimodal,1508728.4,1.015,13.215,14,B2,103122998,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:15:48,10.0
B3,5e+02,View,7624256,25.0,270.0,0.131,Multimodal,1644098.4,1.020,30.145,15,B3,76242558,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:16:48,10.0
B4,5.4e+02,View,4925328,25.0,210.2,0.197,Multimodal,915621.6,1.016,45.581,16,B4,49253277,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:17:33,10.0
B5,5.8e+02,View,957750,25.0,154.3,0.192,Multimodal,444048.0,1.017,13.890,17,B5,9577502,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:18:12,10.0
B6,6.2e+02,View,101633,25.0,78.2,0.031,Multimodal,90543.2,1.002,22.196,18,B6,1016334,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:18:51,10.0
B7,6.6e+02,View,119972,25.0,1.2,0.013,Multimodal,5.0,1.003,24.116,19,B7,1199718,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:19:29,10.0
B8,7e+02,View,130318,25.0,0.8,0.007,Multimodal,1.9,1.001,12.035,20,B8,1303177,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:20:08,10.0
B9,7.4e+02,View,231048,25.0,0.3,-0.000,29.2,0.2,1.000,6.150,21,B9,2310481,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:20:47,10.0
B10,7.8e+02,View,378749,25.0,0.3,-0.000,29.2,0.2,1.000,3.735,22,B10,3787494,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:21:25,10.0
B11,8.1e+02,View,70746,25.0,--,0.000,--,--,1.000,10000000.000,23,B11,707458,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:22:03,10.0
B12,8.5e+02,View,82000,25.0,--,0.000,--,--,1.000,10000000.000,24,B12,820005,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:22:41,10.0
C1,9e+02,View,441816,25.0,383.0,0.226,Multimodal,3726677.0,1.051,67.695,25,C1,4418158,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:23:28,10.0
C2,9.4e+02,View,740445,25.0,154.4,0.038,Multimodal,444591.6,1.004,8.906,26,C2,7404448,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:24:06,10.0
C3,9.8e+02,View,91679,25.0,--,0.000,--,--,1.000,10000000.000,27,C3,916788,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:24:45,10.0
C4,1e+03,View,66924,25.0,--,0.000,--,--,1.000,10000000.000,28,C4,669243,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:25:23,10.0
C5,1.1e+03,View,197241,25.0,173.6,0.077,Multimodal,585376.4,1.005,8.481,29,C5,1972410,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:26:02,10.0
C6,1.1e+03,View,275743,25.0,283.4,0.151,Multimodal,1841678.5,1.016,14.128,30,C6,2757431,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:26:40,10.0
C7,1.1e+03,View,391814,25.0,279.2,0.071,Multimodal,1778415.1,1.007,3.866,31,C7,3918140,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:27:19,10.0
C8,1.2e+03,View,288604,25.0,332.2,0.071,Multimodal,2671754.3,1.014,6.781,32,C8,2886038,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:27:58,10.0
C9,1.2e+03,View,163666,25.0,295.4,0.154,Multimodal,2029990.3,1.022,30.730,33,C9,1636660,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:28:35,10.0
C10,1.2e+03,View,185836,25.0,203.7,0.076,Multimodal,850813.7,1.009,9.920,34,C10,1858362,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:29:13,10.0
C11,1.3e+03,View,226124,25.0,244.2,0.109,Multimodal,1300534.8,1.011,12.952,35,C11,2261243,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:29:51,10.0
C12,1.3e+03,View,205764,25.0,233.7,0.108,Multimodal,1172730.5,1.026,16.952,36,C12,2057644,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:30:30,10.0
D1,1.4e+03,View,200513,25.0,172.8,0.041,Multimodal,579180.5,1.008,4.426,37,D1,2005135,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:31:16,10.0
D2,1.4e+03,View,108567,25.0,186.3,0.107,Multimodal,690554.2,1.022,25.827,38,D2,1085668,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:31:54,10.0
D3,1.4e+03,View,106219,25.0,231.7,0.052,Multimodal,1150176.0,1.003,16.209,39,D3,1062193,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:32:33,10.0
D4,1.5e+03,View,165599,25.0,118.6,0.013,Multimodal,239808.9,1.001,4.365,40,D4,1655991,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:33:11,10.0
D5,1.5e+03,View,236919,25.0,163.3,0.032,Multimodal,507169.1,1.003,4.985,41,D5,2369188,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:33:49,10.0
D6,1.6e+03,View,113293,25.0,124.7,0.046,Multimodal,270077.4,1.002,15.394,42,D6,1132931,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:34:28,10.0
D7,1.6e+03,View,367921,25.0,76.1,0.016,Multimodal,84998.2,1.001,1.045,43,D7,3679208,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:35:07,10.0
D8,1.6e+03,View,122330,25.0,2.2,0.011,Multimodal,21.5,1.004,44.486,44,D8,1223296,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:35:45,10.0
D9,1.7e+03,View,85947,25.0,1.7,0.009,Multimodal,11.7,1.002,22.375,45,D9,859473,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:36:24,10.0
D10,1.7e+03,View,293373,25.0,--,0.000,--,--,1.000,10000000.000,46,D10,2933735,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:37:02,10.0
D11,1.8e+03,View,93518,25.0,0.3,0.016,52.6,0.3,1.001,15.621,47,D11,935183,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:37:41,10.0
D12,1.8e+03,View,216719,25.0,--,0.000,--,--,1.000,10000000.000,48,D12,2167192,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:38:19,10.0
E1,1.8e+03,View,68105,25.0,5.0,0.005,Multimodal,145.6,1.003,111.340,49,E1,681045,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:39:06,10.0
E2,1.9e+03,View,857133,25.0,57.7,0.099,44.3,44477.2,1.000,91.572,50,E2,8571327,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:39:45,10.0
E3,1.9e+03,View,1288814,25.0,86.6,0.079,0.0,115099.0,1.001,21.005,51,E3,12888142,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:40:23,10.0
E4,2e+03,View,179776,25.0,101.0,0.024,Multimodal,164744.0,1.005,17.169,52,E4,1797755,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:41:02,10.0
E5,2e+03,View,387798,25.0,390.5,0.091,0.0,3899860.3,1.009,251.440,53,E5,3877981,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:41:41,10.0
E6,2e+03,View,227707,25.0,111.4,0.103,0.0,207201.3,1.001,83.122,54,E6,2277069,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:42:19,10.0
E7,2.1e+03,View,432606,25.0,85.0,0.147,16.5,110071.9,1.003,60.382,55,E7,4326058,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:42:58,10.0
E8,2.1e+03,View,328392,25.0,99.7,0.021,13.3,159772.4,1.000,5.335,56,E8,3283921,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:43:36,10.0
E9,2.1e+03,View,1098475,25.0,2.2,0.002,Multimodal,20.3,1.000,0.615,57,E9,10984751,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:44:15,10.0
E10,2.2e+03,View,104044,25.0,39.3,0.024,0.0,18079.2,1.000,16.758,58,E10,1040436,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:44:53,10.0
E11,2.2e+03,View,222882,25.0,222.1,0.172,0.0,1040893.6,0.989,2187.011,59,E11,2228818,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:45:31,10.0
E12,2.3e+03,View,226854,25.0,33.6,0.040,Multimodal,12568.9,1.000,17.653,60,E12,2268545,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:46:10,10.0
F1,2.3e+03,View,248382,25.0,230.9,0.059,0.0,1140341.9,1.004,131.867,61,F1,2483822,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:46:57,10.0
F2,2.3e+03,View,330976,25.0,167.9,0.062,0.0,540920.0,1.001,47.019,62,F2,3309759,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:47:35,10.0
F3,2.4e+03,View,307976,25.0,183.4,0.134,0.0,665014.1,0.996,228.505,63,F3,3079760,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:48:14,10.0
F4,2.4e+03,View,146526,25.0,76.3,0.029,Multimodal,85385.4,1.001,12.047,64,F4,1465263,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:48:52,10.0
F5,2.5e+03,View,138150,25.0,86.8,0.043,Multimodal,115449.8,1.003,29.654,65,F5,1381496,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:49:31,10.0
F6,2.5e+03,View,186448,25.0,75.0,0.021,50.5,82217.1,1.000,4.916,66,F6,1864482,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:50:09,10.0
F7,2.5e+03,View,166874,25.0,33.2,0.006,Multimodal,12228.7,1.000,5.778,67,F7,1668738,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:50:47,10.0
F8,2.6e+03,View,73673,25.0,0.4,0.010,Multimodal,0.5,1.003,33.451,68,F8,736728,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:51:26,10.0
F9,2.6e+03,View,102763,25.0,--,0.000,--,--,1.000,10000000.000,69,F9,1027634,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:52:05,10.0
F10,2.7e+03,View,137858,25.0,--,0.000,--,--,1.000,10000000.000,70,F10,1378580,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:52:43,10.0
F11,2.7e+03,View,103193,25.0,--,0.000,--,--,1.000,10000000.000,71,F11,1031929,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:53:22,10.0
F12,2.7e+03,View,54527,25.0,0.6,0.012,Multimodal,0.9,1.004,43.062,72,F12,545273,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:54:00,10.0
G1,2.8e+03,View,54275,25.0,0.7,0.011,Multimodal,1.7,1.002,65.246,73,G1,542747,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:54:46,10.0
G2,2.8e+03,View,57861,25.0,0.4,0.016,Multimodal,0.4,1.003,50.332,74,G2,578609,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:55:25,10.0
G3,2.9e+03,View,71912,25.0,372.1,0.030,Multimodal,3482461.2,1.007,22.085,75,G3,719121,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:56:04,10.0
G4,2.9e+03,View,85462,25.0,1.1,0.015,Multimodal,3.9,1.006,49.628,76,G4,854621,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:56:42,10.0
G5,2.9e+03,View,116978,25.0,0.4,0.009,Multimodal,0.4,1.012,12.604,77,G5,1169776,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:57:21,10.0
G6,3e+03,View,78644,25.0,--,0.000,--,--,1.000,10000000.000,78,G6,786436,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:57:59,10.0
G7,3e+03,View,97882,25.0,4.2,0.005,Multimodal,94.7,1.001,16.774,79,G7,978816,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:58:38,10.0
G8,3e+03,View,67455,25.0,0.4,0.019,40.5,0.5,1.004,23.008,80,G8,674547,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:59:16,10.0
G9,3.1e+03,View,116946,25.0,0.6,0.009,Multimodal,0.9,1.002,24.820,81,G9,1169460,5,5,0,5.0,Water,1.333,0.89,Aqueous,14:59:55,10.0
G10,3.1e+03,View,56298,25.0,--,0.000,--,--,1.000,10000000.000,82,G10,562982,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:00:33,10.0
G11,3.2e+03,View,72068,25.0,0.3,-0.002,29.2,0.2,1.007,58.481,83,G11,720680,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:01:13,10.0
G12,3.2e+03,View,66689,25.0,29.7,0.017,0.0,9409.2,1.000,31.039,84,G12,666886,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:01:51,10.0
H1,3.2e+03,View,69210,25.0,0.9,0.004,Multimodal,2.9,1.001,33.639,85,H1,692097,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:02:38,10.0
H2,3.3e+03,View,50797,25.0,--,0.000,--,--,1.000,10000000.000,86,H2,507970,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:03:16,10.0
H3,3.3e+03,View,69702,25.0,0.4,0.026,41.5,0.3,1.001,37.187,87,H3,697022,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:03:55,10.0
H4,3.4e+03,View,48694,25.0,--,0.000,--,--,1.000,10000000.000,88,H4,486939,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:04:34,10.0
H5,3.4e+03,View,94286,25.0,--,0.000,--,--,1.000,10000000.000,89,H5,942858,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:05:12,10.0
H6,3.4e+03,View,69630,25.0,--,0.000,--,--,1.000,10000000.000,90,H6,696301,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:05:51,10.0
H7,3.5e+03,View,89040,25.0,9.3,0.016,Multimodal,616.4,1.001,29.644,91,H7,890396,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:06:29,10.0
H8,3.5e+03,View,78369,25.0,1.0,0.009,Multimodal,3.2,1.001,23.710,92,H8,783693,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:07:08,10.0
H9,3.6e+03,View,52082,25.0,--,0.000,--,--,1.000,10000000.000,93,H9,520816,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:07:46,10.0
H10,3.6e+03,View,46008,25.0,0.5,0.011,0.0,0.7,1.006,70.243,94,H10,460083,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:08:24,10.0
H11,3.6e+03,View,65537,25.0,0.4,0.027,1.7,0.4,1.000,24.961,95,H11,655375,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:09:03,10.0
H12,3.7e+03,View,50661,25.0,--,0.000,--,--,1.000,10000000.000,96,H12,506608,5,5,0,5.0,Water,1.333,0.89,Aqueous,15:09:41,10.0